city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
Jeddah,Al Yaqoot ,West,250,6,6,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,150000
Jeddah,Muhammadiyah  ,South,360,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,110000
Jeddah,Al Yaqoot ,West,230,0,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
Jeddah,Al Salhiyah,Northwest,300,0,5,3,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,40000
Jeddah,Muhammadiyah  ,West,250,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
Jeddah,Al Safa ,North,450,18,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000
Jeddah,Al Yaqoot ,South,600,17,5,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
Jeddah,Muhammadiyah  ,North,300,4,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,150000
Jeddah,Obhur North ,West,375,5,6,5,4,1,1,1,1,0,1,1,1,1,0,0,1,1,0,180000
Jeddah,Al Safa ,East,1200,12,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,200000
Jeddah,Al Yaqoot ,West,600,10,7,5,5,1,1,1,1,1,1,1,0,1,1,1,1,0,0,150000
Jeddah,AL-Basatein,East,375,6,6,4,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,120000
Jeddah,Obhur North ,North,250,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
Jeddah,Al Rabwah ,North,1000,14,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,100000
Jeddah,Riyadh ,South,200,0,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,35000
Jeddah,Al Sawary,West,250,2,5,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,50000
Jeddah,Al Yaqoot ,East,312,2,7,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,70000
Jeddah,Al Nahdah,North,1042,0,7,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,140000
Jeddah,Obhur South ,West,350,2,5,5,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120000
Jeddah,Al Murjan,North,240,4,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,150000
Jeddah,Al Yaqoot ,3 Streets,300,4,3,3,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,180000
Jeddah,Al Zumarud,North,1350,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,200000
Jeddah,Al Zumarud,North,400,8,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,200000
Jeddah,Rawda  ,North,280,10,5,5,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,100000
Jeddah,AL-Basatein,West,750,13,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
Jeddah,Taibah  ,East,400,3,5,3,2,0,1,1,1,0,0,1,1,1,0,1,1,0,0,50000
Jeddah,Muhammadiyah  ,North,356,10,5,5,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,125000
Jeddah,Al Safa ,South,300,0,7,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,45000
Jeddah,Al-Rahmaniyah ,West,300,0,5,5,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,65000
Jeddah,Al Samer,North,400,0,7,4,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,70000
Jeddah,Al-Naeem,North,350,7,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
Jeddah,Al-Zahraa  ,South,375,5,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,170000
Jeddah,Al Yaqoot ,East,400,2,5,5,4,1,1,1,0,0,1,1,1,1,0,1,1,0,0,65000
Jeddah,Al Salhiyah,West,330,0,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,36000
Jeddah,Al Zumarud,West,125,0,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,100000
Jeddah,Al Andalus,West,514,15,7,4,5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,180000
Jeddah,Riyadh ,South,492,5,5,5,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,55000
Jeddah,Al Salamah,NorthEast,211,0,3,3,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,135000
Jeddah,Muhammadiyah  ,West,640,5,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,370000
Jeddah,Obhur North ,West,300,3,4,4,3,1,1,0,1,0,0,1,1,1,0,1,1,0,0,180000
Jeddah,Obhur South ,4 Streets,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000
Jeddah,Al Yaqoot ,South,380,8,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,100000
Jeddah,Obhur South ,South,160,5,3,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,95000
Jeddah,Um Hableen,South,220,0,6,4,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,35000
Jeddah,Al Salhiyah,North,430,0,6,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,60000
Jeddah,Al-Rehab,3 Streets,587,11,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,130000
Jeddah,Al Zumarud,East,280,0,6,4,3,1,1,0,1,1,1,1,0,1,0,1,1,0,1,50000
Jeddah,Al Sawary,North,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000
Jeddah,Muhammadiyah  ,Northwest,370,15,3,4,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,120000
Jeddah,Al Khaldiyah,West,750,25,5,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,190000
Jeddah,Al Marwa,North,512,8,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,50000
Jeddah,Al Zumarud,South,1200,7,6,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,350000
Jeddah,Taibah  ,West,313,2,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,65000
Jeddah,Al Yaqoot ,North,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000
Jeddah,Al Murjan,West,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000
Jeddah,Al-Naeem,North,300,12,5,4,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,75000
Jeddah,Al Sawary,East,550,0,7,5,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,115000
Jeddah,Al Marwa,East,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000
Jeddah,Muhammadiyah  ,West,300,9,6,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
Jeddah,AL-Basatein,South,300,8,4,5,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,85000
Jeddah,Al Yaqoot ,West,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
Jeddah,Muhammadiyah  ,East,320,4,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
Jeddah,Al-Zahraa  ,North,400,8,6,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
Jeddah,Al-Naeem,South,360,7,4,4,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,70000
Jeddah,Rawda  ,South,300,4,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,85000
Jeddah,Al Khaldiyah,North,360,5,5,5,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,120000
Jeddah,Obhur South ,North,250,9,6,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55000
Jeddah,Al Hamra ,East,300,6,5,3,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,150000
Jeddah,Al Zumarud,North,350,0,4,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,3000
Jeddah,Al Mushrefa,SouthEast,437,36,7,5,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75000
Jeddah,Muhammadiyah  ,East,300,3,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,120000
Jeddah,Al-Naeem,West,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000
Jeddah,Al Yaqoot ,West,400,0,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,250000
Jeddah,Al-Zahraa  ,South,350,5,5,3,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,160000
Jeddah,Muhammadiyah  ,South,300,13,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000
Jeddah,Al Salamah,North,350,11,6,5,3,1,1,0,0,0,1,0,0,0,1,1,1,0,0,80000
Jeddah,Al-Rahmaniyah ,West,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000
Jeddah,Rawda  ,NorthEast,350,0,7,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,110000
Jeddah,AL-Basatein,South,375,7,6,3,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110000
Jeddah,Al-Naeem,North,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000
Jeddah,Muhammadiyah  ,West,350,0,7,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
Jeddah,AL-Basatein,West,750,17,5,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,150000
Jeddah,Al Salhiyah,West,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000
Jeddah,Muhammadiyah  ,East,300,11,5,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,95000
Jeddah,Rawda  ,3 Streets,500,23,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,700000
Jeddah,Al Salhiyah,North,320,4,7,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,55000
Jeddah,Al Salhiyah,South,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000
Jeddah,Muhammadiyah  ,South,350,13,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000
Jeddah,Al Faisaliyah,NorthEast,155,4,5,5,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,70000
Jeddah,Al Ajaweed ,Northwest,300,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000
Jeddah,Al Sawary,South,290,0,5,5,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,65000
Jeddah,Al Yaqoot ,West,262,2,6,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,60000
Jeddah,Al Sawary,West,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
Jeddah,Al Zumarud,North,600,4,5,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,45000
Jeddah,Al Salamah,South,1,5,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,145000
Jeddah,Obhur North ,East,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000
Jeddah,Al Kouther ,South,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000
Jeddah,Al Salhiyah,Northwest,303,0,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40000
Jeddah,Muhammadiyah  ,East,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000
Jeddah,AL-Basatein,SouthEast,575,10,6,5,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000
Jeddah,Al Hamra ,North,400,5,5,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
Jeddah,Obhur North ,South,300,15,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,59000
Jeddah,Al Yaqoot ,South,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000
Jeddah,Al Ferdous ,South,321,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,80000
Jeddah,Al Hamra ,Northwest,850,25,7,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
Jeddah,Al Yaqoot ,South,312,0,7,5,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,55000
Jeddah,Al Faisaliyah,East,660,24,5,5,5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,160000
Jeddah,Al Rabwah ,North,375,9,7,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000
Jeddah,Al Ammouaj,West,515,0,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,135000
Jeddah,Muhammadiyah  ,West,375,14,5,5,5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,90000
Jeddah,Al Shiraa,West,300,4,6,5,3,1,1,1,0,0,1,1,0,1,0,1,1,1,0,65000
Jeddah,Al Yaqoot ,East,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
Jeddah,Al Shiraa,West,300,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,75000
Jeddah,Al Rabwah ,South,650,30,7,5,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,50000
Jeddah,Muhammadiyah  ,East,300,5,6,4,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000
Jeddah,Al Sawary,East,250,0,5,5,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,70000
Jeddah,Al Ruwais,3 Streets,2500,15,7,3,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,65000
Jeddah,Al Khaldiyah,3 Streets,2700,10,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,1,0,450000
Jeddah,Obhur North ,North,276,0,3,4,2,1,1,0,1,0,1,1,1,0,0,0,1,0,0,66500
Jeddah,Al Yaqoot ,West,310,0,6,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,52000
Jeddah,Al Bawadi,Southwest,608,10,7,5,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,250000
Jeddah,Al Yaqoot ,North,312,4,5,5,3,1,1,0,1,1,1,0,0,1,0,1,1,1,0,100000
Jeddah,Al Zumarud,East,500,10,5,5,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,150000
Jeddah,Al Salhiyah,North,300,0,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50000
Jeddah,Al Murjan,West,500,2,7,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,220000
Jeddah,Al Zumarud,North,999,0,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1100
Jeddah,Al Sawary,West,250,4,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,1,65000
Jeddah,AL-Basatein,North,300,10,5,5,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
Jeddah,Al-Rahmaniyah ,West,300,0,7,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,70000
Jeddah,Al Zumarud,NorthEast,350,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000
Jeddah,Al Safa ,Northwest,892,28,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,170000
Jeddah,Riyadh ,South,420,6,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,45000
Jeddah,Al Zumarud,South,312,0,5,5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,60000
Jeddah,Al Yaqoot ,North,220,5,5,5,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,70000
Jeddah,Bani Malik,3 Streets,400,9,7,5,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,60000
Jeddah,Taibah  ,North,325,2,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,120000
Jeddah,Al-Hamadanyah,3 Streets,300,0,5,5,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1300000
Jeddah,Al-Naeem,South,600,17,5,4,5,1,1,1,1,0,1,1,1,1,0,0,1,1,0,170000
Jeddah,Al Zumarud,North,150,10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1000
Jeddah,Obhur North ,West,310,0,6,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,50000
Jeddah,Al Yaqoot ,East,350,4,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250000
Jeddah,Al Yaqoot ,East,400,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,65000
Jeddah,Al Yaqoot ,West,1141,0,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,1,0,170000
Jeddah,Rawda  ,SouthEast,600,23,5,5,5,1,0,1,1,0,0,1,0,1,0,0,1,0,0,120000
Jeddah,Obhur North ,Northwest,312,17,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,65000
Jeddah,Al Salhiyah,North,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,55000
Jeddah,Al Zumarud,East,312,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,60000
Jeddah,Al-Falah,South,320,0,6,5,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,65000
Jeddah,Al-Montazah,NorthEast,450,7,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
Jeddah,Al Zumarud,East,290,0,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,70000
Jeddah,Al-Hamadanyah,Northwest,430,0,6,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,0,80000
Jeddah,Al Ammouaj,West,312,2,6,5,2,0,1,1,1,0,1,1,0,1,0,1,0,1,1,65000
Jeddah,Al Nahdah,East,500,3,5,5,5,1,1,1,1,0,0,1,0,1,0,1,1,1,0,250000
Jeddah,Al Shiraa,East,231,0,4,4,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,90000
Jeddah,Al Rabwah ,South,500,27,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000
Jeddah,AL-Basatein,North,375,10,5,5,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,120000
Jeddah,Al-Naeem,South,480,6,7,5,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,130000
Jeddah,Taibah  ,North,950,4,7,5,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95000
Jeddah,Al Yaqoot ,West,312,10,3,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,60000
Jeddah,Al Andalus,Northwest,400,2,7,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,220000
Jeddah,Al Zumarud,South,550,7,4,4,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000
Jeddah,Al Hamra ,Southwest,350,10,4,5,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,120000
Jeddah,Obhur South ,Southwest,600,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,95000
Jeddah,Taibah  ,West,312,0,5,5,3,0,1,1,1,0,0,1,0,1,1,0,1,1,0,85000
Jeddah,Al Worood,West,250,3,5,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,65000
Jeddah,Al Andalus,East,980,31,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,130000
Jeddah,Al Zumarud,3 Streets,1600,10,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,80000
Jeddah,Al Khaldiyah,South,435,9,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000
Jeddah,Al-Zahraa  ,North,300,4,3,5,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,150000
Jeddah,Al Yaqoot ,4 Streets,180,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000
Jeddah,Al Zumarud,East,1111,0,4,4,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1500
Jeddah,Al Nahdah,North,300,4,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
Jeddah,Rawda  ,East,500,20,7,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80000
Jeddah,Al Hamra ,West,250,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,80000
Jeddah,Rawda  ,North,2500,0,5,5,5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1700000
Jeddah,Al Sawary,West,250,0,7,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,65000
Jeddah,AL-Basatein,North,375,5,4,4,4,1,1,0,0,0,1,1,0,1,0,1,0,0,0,100000
Jeddah,Al Khaldiyah,East,400,11,4,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,150000
Jeddah,Al Nahdah,North,500,15,7,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,85000
Jeddah,Al Yaqoot ,North,250,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,80000
Jeddah,Al Yaqoot ,4 Streets,170,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000
Jeddah,Al Lulu,West,300,0,4,5,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,55000
Jeddah,Al Asaalah ,North,385,7,7,5,5,1,1,1,1,1,1,1,0,1,0,1,1,1,1,250000
Jeddah,Al-Montazah,West,800,11,7,5,5,1,1,1,1,0,0,1,1,1,1,0,0,0,1,250000
Jeddah,Al Murjan,South,400,3,7,5,5,1,1,1,1,0,1,1,0,1,0,0,1,1,0,140000
Jeddah,Al Yaqoot ,West,360,2,5,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,110000
Jeddah,Al-Naeem,East,300,10,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,50000
Jeddah,Al-Hamadanyah,West,370,5,7,5,2,1,0,1,1,0,0,1,0,1,1,1,1,0,0,50000
Jeddah,Al Yaqoot ,West,300,0,4,5,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,60000
Jeddah,Obhur North ,West,280,3,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,70000
Jeddah,Obhur North ,North,300,0,5,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,65000
Jeddah,Al Yaqoot ,North,300,3,5,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,50000
Jeddah,Al Sawary,East,250,4,5,5,4,1,1,1,1,0,1,1,1,0,0,1,1,0,0,100000
Jeddah,Al Yaqoot ,West,350,2,3,4,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2500
Jeddah,Al-Falah,West,450,0,5,5,4,1,1,1,1,0,0,1,0,1,0,1,0,0,0,80000
Jeddah,Al-Naeem,East,350,5,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
Jeddah,AL-Basatein,West,400,5,7,5,5,1,1,1,1,0,1,1,1,1,0,1,1,0,0,100000
Jeddah,Al-Hamadanyah,West,660,5,7,5,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000
Jeddah,Al Yaqoot ,North,500,0,5,5,2,1,1,1,1,0,1,0,1,0,0,0,0,1,0,200000
Jeddah,Al-Falah,NorthEast,600,7,5,5,4,1,1,1,1,1,1,0,0,1,0,0,1,0,0,60000
Jeddah,Al Salamah,South,660,23,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,180000
Jeddah,Al-Hamadanyah,East,420,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,50000
Jeddah,Al-Falah,NorthEast,612,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,60000
Jeddah,Al Yaqoot ,South,360,7,4,5,2,1,1,1,1,0,1,0,1,1,1,1,0,0,0,150000
Jeddah,Al-Naeem,West,350,7,7,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
Jeddah,AL-Basatein,East,350,2,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,1,0,120000
Jeddah,Al Yaqoot ,North,325,5,5,5,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,65000
Jeddah,Al Khaldiyah,East,400,0,7,5,5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,150000
Jeddah,Al Zumarud,West,300,0,2,3,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,100000
Jeddah,Taibah  ,South,325,2,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,120000
Jeddah,Al Yaqoot ,North,750,11,5,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,350000
Jeddah,AL-Basatein,West,600,9,5,5,5,1,1,1,1,0,1,1,0,1,1,0,0,0,0,150000
Jeddah,Al Yaqoot ,West,300,0,5,5,4,1,0,1,1,0,0,1,1,0,0,1,0,0,0,60000
Jeddah,Rawda  ,East,670,10,7,5,5,1,0,1,1,1,1,0,0,0,0,0,1,0,1,200000
Jeddah,Al Safa ,West,400,15,4,2,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,199000
Jeddah,Al Yaqoot ,West,310,0,5,4,2,1,0,1,1,0,0,1,0,1,0,1,0,0,0,55000
Jeddah,Al-Zahraa  ,South,400,9,5,5,2,1,1,1,1,0,1,1,1,0,1,0,1,0,0,160000
Jeddah,Al Zumarud,North,900,6,5,5,5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,250000
Jeddah,Al Yaqoot ,West,350,0,3,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,2000
Jeddah,Al Safa ,NorthEast,600,0,5,5,2,1,0,1,1,0,1,0,0,1,0,1,1,1,1,100000
Jeddah,Al Yaqoot ,North,600,17,3,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,100000
Jeddah,Al Yaqoot ,West,300,9,4,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,120000
Jeddah,Al Bawadi,North,550,17,7,5,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,100000
Jeddah,Al Zumarud,South,500,3,4,3,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,2000
Jeddah,Al Salhiyah,West,300,0,5,5,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,60000
Jeddah,East Baghdadiyah,SouthEast,300,0,3,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,60000
Jeddah,AL-Basatein,NorthEast,500,5,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,110000
Jeddah,Muhammadiyah  ,South,380,10,4,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000
Jeddah,Obhur South ,North,550,8,3,5,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,90000
Jeddah,AL-Basatein,North,550,5,5,5,2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,110000
Jeddah,Taibah  ,South,300,10,7,5,4,1,1,1,1,1,1,1,0,1,0,1,1,0,0,55000
Jeddah,Al Yaqoot ,West,350,0,3,4,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,3500
Jeddah,Obhur North ,Southwest,600,5,4,5,3,1,1,0,1,0,1,1,1,0,1,0,1,0,0,180000
Jeddah,Muhammadiyah  ,South,300,5,5,4,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,90000
Jeddah,Al Safa ,NorthEast,450,30,6,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,80000
Jeddah,Al-Hamadanyah,North,330,2,7,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,55000
Jeddah,Al Nahdah,East,750,10,7,5,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,100000
Jeddah,Muhammadiyah  ,West,350,18,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
